transaction_date,post_date,description,category,type,amount,transaction_class,source_file,account_type,institution,month
2026-04-02,2026-04-02,"Stratford School DES:Payment ID:20905077 INDN:Peng, Lanya CO ID:3943337701 PPD",Uncategorized,Checking,-423.2,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-02,2026-04-02,"Stratford School DES:Payment ID:20905077 INDN:Peng, Lanya CO ID:3943337701 PPD",Uncategorized,Checking,-50.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-03,2026-04-03,Zelle payment from 4850 E FRIESS LLC Conf# 99cbq93ta,Uncategorized,Checking,2500.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-03,2026-04-03,Zelle payment from Scott Leach Conf# 08B11JLGL,Uncategorized,Checking,2150.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-03,2026-04-03,VENMO *Gabriel 04/03 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-03,2026-04-03,LOANDEPOT DES:MSP ACH ID:5002712486 INDN:NING ZHAN CO ID:2939213310 PPD,Uncategorized,Checking,-1581.47,mortgage,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,Zelle payment from 4850 E FRIESS LLC Conf# 99cc3r263,Uncategorized,Checking,6800.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,Transfer NING ZHAN,Uncategorized,Checking,2500.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,AIRBNB 4977 DES:AIRBNB ID:G-YHUGXLKIM3GXO INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-YHUGXLKIM3GXO\,Uncategorized,Checking,321.1,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,VENMO *Gabriel 04/04 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,VENMO *Geng Wa 04/04 PMNT SENT New York NY,Uncategorized,Checking,-52.5,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,VENMO *Gabriel 04/05 PMNT SENT New York NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,VENMO *The Ric 04/05 PMNT SENT New York NY,Uncategorized,Checking,-16.4,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,USBANK LOAN DES:PAYMENT ID:000000517592034 INDN:ZHAN NING CO ID: 580580574 PPD PMT INFO:NTE*SPH*ACCT 00517592034 EFFEC TIVE 04/05,Uncategorized,Checking,-782.55,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,Sunrun DES:PURCHASE ID:MZVU636UNHGJELS INDN:Lanya Peng CO ID:5911718107 WEB,Uncategorized,Checking,-206.74,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,Sunrun DES:PURCHASE ID:MZVU636UNHGJIMP INDN:Ning Zhan CO ID:5911718107 WEB,Uncategorized,Checking,-133.83,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,CITI AUTOPAY DES:PAYMENT ID:191977649320162 INDN:NING ZHAN CO ID:CITICARDAP WEB,Uncategorized,Checking,-57.26,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-06,2026-04-06,PAYPAL DES:PURCHASE ID:DISNEY PLUS INDN:LANYA PENG CO ID:PAYPALSI77 WEB,Uncategorized,Checking,-12.99,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,Transfer NING ZHAN,Uncategorized,Checking,745.51,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,AIRBNB 4977 DES:AIRBNB ID:G-5NVLOZMVZ2WSK INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-5NVLOZMVZ2WSK\,Uncategorized,Checking,380.25,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,AIRBNB 4977 DES:AIRBNB ID:G-MIFB3FO4UOX35 INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-MIFB3FO4UOX35\,Uncategorized,Checking,321.1,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,Check 329,Uncategorized,Checking,-366.52,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,Santa Clara DTAC DES:SantaClara ID:3918983300 INDN:Ning Zhan CO ID:0000079161 WEB,Uncategorized,Checking,-11294.44,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-07,2026-04-07,CHASE CREDIT CRD DES:AUTOPAY ID:000000000474540 INDN:PENG LANYA CO ID:4760039224 PPD,Uncategorized,Checking,-571.37,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-08,2026-04-08,PRUDENTIAL DES:PAYMENTS ID:039557558102301 INDN:NING ZHAN CO ID:3046100021 PPD,Uncategorized,Checking,-114.19,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-09,2026-04-09,AIRBNB 4977 DES:AIRBNB ID:G-2DAPR52OS7GLY INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-2DAPR52OS7GLY\,Uncategorized,Checking,760.5,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-09,2026-04-09,CHASE CREDIT CRD DES:AUTOPAYBUS ID:000000000556864 INDN:ZHAN NING CO ID:4760039224 PPD,Uncategorized,Checking,-253.75,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-09,2026-04-09,"CARDMEMBER SERV DES:WEB PYMT ID:***********8409 INDN:ZHAN,NING 36 CO ID:5911111111 WEB",Uncategorized,Checking,-162.24,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-09,2026-04-09,Anthem Community DES:HOA Dues ID:100148401 INDN:Ning Zhan and Lanya Pe CO ID:1860953369 PPD,Uncategorized,Checking,-103.47,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-09,2026-04-09,AMERICAN GEN LIF DES:INS_PAYMT ID:000738736392 INDN:LANYA PENG 260407 CO ID:4250598210 PPD,Uncategorized,Checking,-59.25,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-10,2026-04-10,VENMO *Gabriel 04/10 PMNT SENT New York NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-13,2026-04-13,Zelle payment from 4850 E FRIESS LLC Conf# 99ccsdgye,Uncategorized,Checking,3732.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-13,2026-04-13,Aseltine v BANA Class Settlement 1-833-522-3647,Uncategorized,Checking,0.74,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-13,2026-04-13,VENMO *Gabriel 04/11 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-13,2026-04-13,VENMO *Gabriel 04/12 PMNT SENT New York NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-13,2026-04-13,COMCAST-XFINITY DES:CABLE SVCS ID:4648200 INDN:NING *ZHAN CO ID:0000213249 PPD,Uncategorized,Checking,-65.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,AustinVestors DES:SIGONFILE ID:FGW814 INDN:Ning Zhan & Lanya Peng CO ID:9000316194 CCD,Uncategorized,Checking,1794.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,AIRBNB 4977 DES:AIRBNB ID:G-EZPAH37DB6HWS INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-EZPAH37DB6HWS\,Uncategorized,Checking,363.35,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,AIRBNB 4977 DES:AIRBNB ID:G-EUKUWA6TLD3YK INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-EUKUWA6TLD3YK\,Uncategorized,Checking,354.9,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,AIRBNB 4977 DES:AIRBNB ID:G-TUGSANPNUA3OH INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-TUGSANPNUA3OH\,Uncategorized,Checking,20.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,Check 303,Uncategorized,Checking,-5000.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,COMCAST-XFINITY DES:CABLE SVCS ID:5626938 INDN:NING *ZHAN CO ID:0000213249 PPD,Uncategorized,Checking,-41.37,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-14,2026-04-14,PAYPAL DES:PURCHASE ID:STARBUCKS INDN:LANYA PENG CO ID:PAYPALSI77 WEB,Uncategorized,Checking,-25.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-15,2026-04-15,"PARAMOUNT COMMER DES:PAYROLL ID:9361400664315MN INDN:PENG,LANYA CO ID:9111111101 PPD",Uncategorized,Checking,8596.62,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-15,2026-04-15,Valley Christian DES:FACTS ID:000000274924509 INDN:Lanya Peng CO ID:9470751402 WEB,Uncategorized,Checking,-2700.91,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-15,2026-04-15,CHASE CREDIT CRD DES:AUTOPAYBUS ID:000000000223134 INDN:ZHAN NING CO ID:4760039224 PPD,Uncategorized,Checking,-158.98,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-16,2026-04-16,Check 328,Uncategorized,Checking,-1200.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-16,2026-04-16,IRS DES:USATAXPYMT ID:200650664332497 INDN:CATHERINE ZHAN CO ID:3387702000 PPD,Uncategorized,Checking,-600.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-17,2026-04-17,"WIRE TYPE:WIRE IN DATE: 260417 TIME:1802 ET TRN:2026041700583301 SEQ:2026041700207668/018656 ORIG:CHICAGO TITLE COMPANY ID:000004113991814 SND BK:WELLS FARGO BANK, NA ID:121000248 PMT DET:W MAProd:20831088FN:FWAC-5802600214 Proceeds 3609 Ce",Uncategorized,Checking,527469.43,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-17,2026-04-17,APPLIED MATERIAL DES:PAYROLL ID:260417155206 INDN:NING ZHAN CO ID:1941655526 PPD,Uncategorized,Checking,4195.74,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-17,2026-04-17,AIRBNB 4977 DES:AIRBNB ID:G-RXUKHHCFHFIBT INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-RXUKHHCFHFIBT\,Uncategorized,Checking,760.5,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-17,2026-04-17,Alberto Hernadez Bill Payment,Uncategorized,Checking,-300.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-17,2026-04-17,Preferred Rewards-Wire Fee Waiver of $15,Uncategorized,Checking,0.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-20,2026-04-20,VENMO *Gabriel 04/18 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-20,2026-04-20,TRANSFER NING ZHAN LANYA PENG:NING ZHAN Confirmation# 1468455087,Uncategorized,Checking,-191000.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-20,2026-04-20,TRANSFER NING ZHAN LANYA PENG:NING ZHAN Confirmation# 2568458316,Uncategorized,Checking,-198500.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-20,2026-04-20,FID BKG SVC LLC DES:MONEYLINE ID:X698582181BTCNQ INDN:NING ZHAN CO ID:1035141383 WEB,Uncategorized,Checking,-120000.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-20,2026-04-20,OBIEINSURANCE DES:OBIEINSURA ID:ST-U2K4M5F3E2H1 INDN:NING ZHAN CO ID:4270465600 WEB,Uncategorized,Checking,-2536.64,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-21,2026-04-21,AIRBNB 4977 DES:AIRBNB ID:G-UQWPIBDCKL25P INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-UQWPIBDCKL25P\,Uncategorized,Checking,911.75,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-21,2026-04-21,Check 301,Uncategorized,Checking,-240.08,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-21,2026-04-21,"OceanAir FCU DES:ACH TRNSFR ID:000000000188979 INDN:ZHAN,NING CO ID:0322280993 PPD",Uncategorized,Checking,-1500.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-22,2026-04-22,VENMO *Gabriel 04/22 PMNT SENT New York NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-23,2026-04-23,VENMO *Gabriel 04/23 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-23,2026-04-23,Check 330,Uncategorized,Checking,-100.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-24,2026-04-24,AIRBNB 4977 DES:AIRBNB ID:G-FS2T5ZPPBL7W4 INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-FS2T5ZPPBL7W4\,Uncategorized,Checking,304.2,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-24,2026-04-24,CHASE CREDIT CRD DES:AUTOPAY ID:000000000411813 INDN:ZHAN NING CO ID:4760039224 PPD,Uncategorized,Checking,-3702.42,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-24,2026-04-24,CHASE CREDIT CRD DES:AUTOPAYBUS ID:000000000004421 INDN:PENG LANYA CO ID:4760039224 PPD,Uncategorized,Checking,-43.98,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-27,2026-04-27,VENMO *Gabriel 04/26 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-27,2026-04-27,VENMO *Gabriel 04/27 PMNT SENT Visa Direct NY,Uncategorized,Checking,-190.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-27,2026-04-27,"SAN JOSE WATER DES:WATER ID:9669045 INDN:*ZHAN, NING CO ID:0000063576 TEL",Uncategorized,Checking,-237.35,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-27,2026-04-27,PAYPAL DES:PURCHASE ID:STARBUCKS INDN:LANYA PENG CO ID:PAYPALSI77 WEB,Uncategorized,Checking,-25.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-28,2026-04-28,AIRBNB 4977 DES:AIRBNB ID:G-QSNN6PVHWLVNH INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-QSNN6PVHWLVNH\,Uncategorized,Checking,549.25,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-28,2026-04-28,AIRBNB 4977 DES:AIRBNB ID:G-QCQ2Q5KZEL2KF INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-QCQ2Q5KZEL2KF\,Uncategorized,Checking,338.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-28,2026-04-28,Sunrun DES:PURCHASE ID:N1VPMGA9NJGIJGU INDN:LANYA PENG CO ID:5911718107 WEB,Uncategorized,Checking,-206.74,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-28,2026-04-28,Sunrun DES:PURCHASE ID:N1VPTP75NJGJ4CV INDN:LANYA PENG CO ID:5911718107 WEB,Uncategorized,Checking,-75.8,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,"WIRE TYPE:WIRE IN DATE: 260429 TIME:1447 ET TRN:2026042900523133 SEQ:NT1L714ACM3H/002745 ORIG:NAVI TITLE AGENCY, LLC ID:9012700707 SND BK:F IRST AMERICAN TRUST, FSB ID:122241255 PMT DET:NT1L 714ACM3H Seller Proceeds for 3811 W Ashton Drive,",Uncategorized,Checking,150452.55,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,California EDD DES:UI Deposit ID: INDN:LANYA PENG CO ID:364483541 PPD,Uncategorized,Checking,900.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,AIRBNB 4977 DES:AIRBNB ID:G-PMNTJW6T2PVP5 INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-PMNTJW6T2PVP5\,Uncategorized,Checking,836.55,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,California EDD DES:UI Deposit ID: INDN:LANYA PENG CO ID:364483541 PPD,Uncategorized,Checking,450.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,AIRBNB 4977 DES:AIRBNB ID:G-65RKJHTO4PAVV INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-65RKJHTO4PAVV\,Uncategorized,Checking,353.21,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-29,2026-04-29,Preferred Rewards-Wire Fee Waiver of $15,Uncategorized,Checking,0.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-30,2026-04-30,"PARAMOUNT COMMER DES:PAYROLL ID:7191038541555MN INDN:PENG,LANYA CO ID:9111111101 PPD",Uncategorized,Checking,9223.71,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-30,2026-04-30,TRANSFER NING ZHAN LANYA PENG:NING ZHAN Confirmation# 0659171114,Uncategorized,Checking,-135000.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-04-30,2026-04-30,JPMorgan Chase DES:Ext Trnsfr ID:28599099844 INDN:NING ZHAN CO ID:9200502231 WEB,Uncategorized,Checking,-323.27,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-04
2026-05-01,2026-05-01,APPLIED MATERIAL DES:PAYROLL ID:260501155206 INDN:NING ZHAN CO ID:1941655526 PPD,Uncategorized,Checking,5711.85,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-01,2026-05-01,VENMO *Gabriel 05/01 PMNT SENT New York NY,Uncategorized,Checking,-190.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-01,2026-05-01,TRAVIS CREDIT UN DES:CK-WTH ID: INDN:NING ZHAN CO ID:321170839 PPD PMT INFO: BANK OF AMERICA,Uncategorized,Checking,-6511.63,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-01,2026-05-01,UNITEDWHOLESALE DES:LOAN PAYMT ID:0171285687 INDN:NING ZHAN CO ID:9DRAFTING WEB,Uncategorized,Checking,-3561.2,mortgage,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-04,2026-05-04,VENMO *Geng Wa 05/04 PMNT SENT New York NY,Uncategorized,Checking,-52.5,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-04,2026-05-04,VENMO *Gabriel 05/04 PMNT SENT New York NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-04,2026-05-04,REGIONS MORTGAGE DES:MORT PMT ID:1898148010 INDN:NING ZHAN CO ID:62-0859006 PPD,Uncategorized,Checking,-2346.13,mortgage,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-04,2026-05-04,"ALLIANT CU DES:XFER ID:S00261363230001 INDN:ZHAN,NING CO ID:0271081528 WEB",Uncategorized,Checking,-1600.0,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-04,2026-05-04,CITI AUTOPAY DES:PAYMENT ID:192001832010236 INDN:NING ZHAN CO ID:CITICARDAP WEB,Uncategorized,Checking,-253.75,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-05,2026-05-05,AIRBNB 4977 DES:AIRBNB ID:G-QYLOZSFNET2JY INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-QYLOZSFNET2JY\,Uncategorized,Checking,836.55,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-05,2026-05-05,AIRBNB 4977 DES:AIRBNB ID:G-7STZB4XFR4VQR INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-7STZB4XFR4VQR\,Uncategorized,Checking,295.75,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-05,2026-05-05,VENMO *Gabriel 05/05 PMNT SENT Visa Direct NY,Uncategorized,Checking,-60.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-05,2026-05-05,SELECT PORTFOLIO DES:SPS ID:0036993665 INDN:Ning Zhan CO ID:1870465626 WEB,Uncategorized,Checking,-8476.71,mortgage,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-05,2026-05-05,"APS electric pmt DES:PAYMENTS ID:3087861523 INDN:ZHAN,NING CO ID:1860011170 WEB",Uncategorized,Checking,-62.36,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-06,2026-05-06,AIRBNB 4977 DES:AIRBNB ID:G-EXIFVKVJKGE5J INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-EXIFVKVJKGE5J\,Uncategorized,Checking,481.65,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-06,2026-05-06,VENMO *Gabriel 05/06 PMNT SENT Visa Direct NY,Uncategorized,Checking,-130.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-06,2026-05-06,CHASE CREDIT CRD DES:AUTOPAY ID:000000000480762 INDN:PENG LANYA CO ID:4760039224 PPD,Uncategorized,Checking,-10148.95,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-06,2026-05-06,USBANK LOAN DES:PAYMENT ID:000000517592034 INDN:ZHAN NING CO ID: 580580574 PPD PMT INFO:NTE*SPH*ACCT 00517592034 EFFEC TIVE 05/05,Uncategorized,Checking,-782.55,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-06,2026-05-06,Sunrun DES:PURCHASE ID:N1VBWNM8NJG6F4Z INDN:NING ZHAN CO ID:5911718107 WEB,Uncategorized,Checking,-133.83,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-07,2026-05-07,PAYPAL DES:PURCHASE ID:STARBUCKS INDN:LANYA PENG CO ID:PAYPALSI77 WEB,Uncategorized,Checking,-25.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-08,2026-05-08,AIRBNB 4977 DES:AIRBNB ID:G-PSHJ5CXDACZKS INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-PSHJ5CXDACZKS\,Uncategorized,Checking,576.29,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-08,2026-05-08,PRUDENTIAL DES:PAYMENTS ID:810152853702281 INDN:NING ZHAN CO ID:3046100021 PPD,Uncategorized,Checking,-114.19,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,Zelle payment from 4850 E FRIESS LLC Conf# 99cgo3pmq,Uncategorized,Checking,7500.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,AIRBNB 4977 DES:AIRBNB ID:G-HLBO3N5PBWIG6 INDN:Ning Zhan CO ID:1463165559 PPD PMT INFO:TRN*1*G-HLBO3N5PBWIG6\,Uncategorized,Checking,1330.87,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,California EDD DES:UI Deposit ID: INDN:LANYA PENG CO ID:364483541 PPD,Uncategorized,Checking,900.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,Zelle payment to Yi-Chiun Beauer Conf# iw5y73s9c,Uncategorized,Checking,-35.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,"CARDMEMBER SERV DES:WEB PYMT ID:***********8409 INDN:ZHAN,NING 37 CO ID:5911111111 WEB",Uncategorized,Checking,-427.88,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,CHASE CREDIT CRD DES:AUTOPAYBUS ID:000000001118049 INDN:ZHAN NING CO ID:4760039224 PPD,Uncategorized,Checking,-205.32,transfer,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-11,2026-05-11,COMCAST-XFINITY DES:CABLE SVCS ID:5133606 INDN:NING *ZHAN CO ID:0000213249 PPD,Uncategorized,Checking,-65.0,expense,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
2026-05-12,2026-05-12,AustinVestors DES:SIGONFILE ID:SBCH34 INDN:Ning Zhan & Lanya Peng CO ID:9000316194 CCD,Uncategorized,Checking,1794.0,income,BofA Joint Checking 4759 YTD 20260617.csv,checking,BofA,2026-05
